,perturbation,E2F_target_genes,DNA_damage_response,MAPK_pathway,PI3K_AKT_pathway,n_genes,KO_MYC,KO_TP53,HIGH_CDKN1A,KO_BRCA1,KO_KRAS,KO_PTEN,_scvi_batch,_scvi_labels,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31
246,MYC,0.2294370200467496,0.5604736764434874,0.928581187008039,0.7157944513770145,301.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PTEN,0.0066570213620572,0.5838420015506802,0.8164614539350655,0.6805500728350801,313.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,KRAS,0.1229080701424869,0.6356546867834145,0.5647400279188346,0.562976691139866,313.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PTEN,0.9697786633658776,0.4059639532435,0.3831119877211608,0.9656888191565516,335.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PTEN,0.9639424471215836,0.7276647748710203,0.8029364786720422,0.2749332453826449,324.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,KRAS,0.5359182853656164,0.638961399574016,0.3705916406864903,0.1696030960598071,311.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,KRAS,0.5013777818920995,0.4831992185560957,0.0044034214031162,0.1665970011483384,312.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,BRCA1,0.9207176189392948,0.6957312536771516,0.2668899568421009,0.267141955990999,293.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,TP53,0.1298773046092027,0.0017742043338554,0.105100317516431,0.1515939830070402,322.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,TP53,0.4837785070842675,0.1975630762740426,0.9942960535073078,0.960110486640626,320.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,non-targeting,0.1553448134323535,0.7185067474006466,0.7517189641096315,0.7817240093278555,309.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,TP53,0.2424585261675315,0.5677458694841,0.622187688226142,0.041741349720982,319.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PTEN,0.0533577149099948,0.4095725533371764,0.2865669418364994,0.1859219951407417,317.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,MYC,0.6753673763988985,0.5966886610624633,0.5002896916564366,0.5197608811826735,327.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,KRAS,0.165596660375684,0.5700962536892834,0.6454097109362142,0.2796650467997257,332.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,TP53,0.3465244095594914,0.1371788245887488,0.4006362635946975,0.1892711849338865,303.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,BRCA1,0.6002637178267686,0.3054010860958567,0.303758509301002,0.8096038381395386,311.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,TP53,0.0985340278458496,0.099724938304801,0.1728269619184447,0.8385072872338699,322.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,KRAS,0.2108142489093665,0.8476366649736765,0.0210152418455912,0.6567399591432914,303.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,BRCA1,0.3526705466313429,0.2203664902009223,0.9324954551005056,0.2266821180658434,322.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,MYC,0.6585854841220088,0.8354289530428914,0.3830907829015297,0.0852843526201835,326.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,TP53,0.2212203089425604,0.249150066239996,0.7099472491904183,0.6921536567832837,328.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,TP53,0.7156261211739254,0.9578273880978408,0.8017131144597563,0.9983710295506956,306.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,TP53,0.784055334854391,0.6216247975059466,0.594210286002701,0.9497596572518794,311.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,KRAS,0.0824458019938553,0.2086882215765092,0.3755393125317591,0.546130139344401,319.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PTEN,0.9980486858893622,0.1146406197569173,0.6886903391782603,0.7677592850021088,305.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,BRCA1,0.129887477194277,0.2583765178681275,0.9541902619201912,0.2391048404007204,320.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,TP53,0.7855721063213209,0.9910347645028886,0.3774608753900248,0.0171300561151644,301.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PTEN,0.9186442817237044,0.6103850220308742,0.1868710756985629,0.0392736476700616,322.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,BRCA1,0.9435138562049704,0.8709569322372909,0.0564821938806111,0.7241756383577351,316.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,MYC,0.0081769641486919,0.9004530521291968,0.3571448136997504,0.5623591611087301,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,KRAS,0.9945566790586108,0.1154373148388833,0.4796002833014913,0.5755890471277503,311.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,KRAS,0.2742990315232801,0.6434503759988506,0.8081459696303052,0.94993355258384,305.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,TP53,0.7726764643187284,0.248031275823074,0.4991008766759661,0.7698800112611414,317.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,BRCA1,0.6463470800983081,0.5738910510147889,0.8328907235459516,0.1387816702845827,320.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,KRAS,0.4118983311208039,0.560573537516535,0.0588846715172268,0.3412931274269297,319.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,MYC,0.2907270471302883,0.1513652705355612,0.6068621533918694,0.4251759429134033,336.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,TP53,0.5275908572866549,0.5719023097285696,0.6101129619955088,0.1922758773291807,303.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,TP53,0.5546003464696345,0.993042113808236,0.445881018414254,0.0054374750557071,304.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,non-targeting,0.2348993839008587,0.5969348881690626,0.8979011543957629,0.0965494692812108,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,MYC,0.2656373838376352,0.2172203602925764,0.2103772085515878,0.6507543818958891,315.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,TP53,0.4584187669017694,0.6748513201769172,0.6562473855918078,0.2756487385581282,322.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,TP53,0.5147527390400717,0.2730806158485263,0.7240494179008612,0.9488106700035503,324.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,TP53,0.861683624497749,0.4547294119034932,0.3113719185294527,0.7741245107183291,315.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,BRCA1,0.979250266395384,0.4834514885883894,0.9093532706694338,0.5940309673451422,322.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,non-targeting,0.6236574806541656,0.7270859228519899,0.8161273331444293,0.008138651370846,319.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,non-targeting,0.4485871788031255,0.2169878599434832,0.2453662953964991,0.4109550822396053,323.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,KRAS,0.0090595463269351,0.5001107957329108,0.9254678766741176,0.9723485426865032,324.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,MYC,0.383362703094395,0.8384024259296855,0.2578986082704345,0.8236997427745828,324.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,non-targeting,0.8226405670223379,0.3696343684552831,0.8565389259986016,0.5916004830743415,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PTEN,0.6818133526220875,0.1298925909000405,0.0385267189343387,0.8014343373008387,325.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,KRAS,0.4773849125422094,0.6493757968771282,0.275249002754646,0.9022945674860112,332.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,KRAS,0.6405331199647071,0.6123760694732631,0.942981232447617,0.3984778242699227,312.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,BRCA1,0.8675327120334703,0.8046582130231004,0.9903560399897576,0.9672782215454228,310.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PTEN,0.9508186971200876,0.6698737713881909,0.5093844552740268,0.4471306027698553,315.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,TP53,0.8854214870236291,0.1576233835028554,0.6162038930745569,0.0810099066489694,324.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,BRCA1,0.695587276690209,0.8892602750828252,0.7983964731896829,0.8620229924367991,296.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,non-targeting,0.8906749664519376,0.4071864265042945,0.293139832155922,0.6888122401602684,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,non-targeting,0.5804755232609708,0.7435880490453519,0.7868413428992143,0.0874545384059641,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,MYC,0.9041464452059488,0.1765301694288781,0.0200429507400196,0.0277256529118452,322.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,TP53,0.6462947213127,0.363599401485995,0.629323416858203,0.0539116402031755,304.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,KRAS,0.1724988733366177,0.5665289128298565,0.7274430782279087,0.8822384081017989,329.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,non-targeting,0.792906033247803,0.5188487570408565,0.2193895420733295,0.3952929150578547,310.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,TP53,0.8309605604528119,0.8814455873327931,0.875011449148613,0.5998704549236805,317.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,KRAS,0.6232579803476177,0.1779790686602632,0.5581757826470253,0.5592098758037101,311.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PTEN,0.5112526111124033,0.2455452699173524,0.7262799027900443,0.5508591646473636,325.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,MYC,0.263624389885829,0.6496172729345597,0.0548800637910128,0.2368666085417982,308.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,MYC,0.2382044284691374,0.1508761221962556,0.4295538443935024,0.020844559394207,311.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PTEN,0.9883500103759352,0.0574020454014538,0.4658309571732991,0.9909734954228054,314.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PTEN,0.5940401012074615,0.1125021951102435,0.8079198141721166,0.965659103753796,321.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PTEN,0.7561813967411686,0.4523069000928794,0.0637464985066345,0.6118351886435334,319.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,non-targeting,0.2278578382640315,0.3317046134013141,0.4868242376875651,0.1157075755702836,321.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,MYC,0.1974996220256506,0.4360825015222654,0.3943662706478705,0.7128132623605026,302.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PTEN,0.3505292458568249,0.9595746866427326,0.9233014427769032,0.5367450591437589,322.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,non-targeting,0.3012865195165074,0.5965784045552615,0.4185630619042063,0.7834543220307031,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,non-targeting,0.3582207534616465,0.9506005551451276,0.6630199250993734,0.1870709300644426,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PTEN,0.2620111007340815,0.4508383671144454,0.8690241123394831,0.3799710423804535,318.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PTEN,0.6763514584542514,0.3983994164564853,0.8260051934206473,0.3022620770225764,315.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,BRCA1,0.1424217105507657,0.8175838115497008,0.7437122786016708,0.4754581614989353,304.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,BRCA1,0.605306332850021,0.0222633778651573,0.5940612732042779,0.5265975451978323,316.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,TP53,0.744292900608124,0.5951559392634447,0.4271727789653461,0.5185458368671877,315.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PTEN,0.6205146144857705,0.3788588572266815,0.282738119095443,0.0541589486421785,294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,MYC,0.2424410223949834,0.7367667817109487,0.246136750032835,0.5464618163783403,330.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,BRCA1,0.4397724329262077,0.3148876201196038,0.9924369652081804,0.6800776010920031,314.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,MYC,0.2526562187563611,0.224098660287926,0.7795310558185129,0.7546512397117329,321.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PTEN,0.6064359530477575,0.3179452847934089,0.8442977013440642,0.8426668529137278,321.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,non-targeting,0.0186177324553863,0.2251598321360169,0.0677297196831354,0.4138999220071558,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,non-targeting,0.3354629610457175,0.5379020874553707,0.920770803931624,0.8024793290362552,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,non-targeting,0.4250162232531661,0.1232625788564165,0.2274820882762562,0.2287128680530594,316.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,TP53,0.2310940355495471,0.7427488006779941,0.0050597302999322,0.8685751265798074,333.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,non-targeting,0.0755699144029248,0.7349284606707881,0.6963267548128389,0.138813565477777,306.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,BRCA1,0.7494569777456609,0.5141322784215542,0.2384603066384037,0.4222659255969739,312.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,BRCA1,0.1650318627909993,0.7349598858952641,0.6507624933749132,0.8391211738772262,305.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,TP53,0.2607059367354774,0.3978828248369628,0.705391442587564,0.5510269963598866,327.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,TP53,0.8482543108804802,0.3340618814977797,0.4164415893234684,0.2670909038253454,322.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,TP53,0.2281103400391227,0.1076362183413354,0.2709330816972207,0.4505097471109482,315.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,non-targeting,0.2314998127767094,0.4331401835593615,0.2929633676856957,0.9507030237020035,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,KRAS,0.6358468114163458,0.6858861469133654,0.4559166076361398,0.3815965145691121,297.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PTEN,0.3052140935638033,0.1502946235228031,0.246200809384101,0.0499264893129068,321.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,KRAS,0.5699508604707537,0.3408730496733035,0.8386316680119695,0.1234244865038173,316.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,non-targeting,0.6923619759292242,0.9239120906128704,0.5731853642833149,0.3825228360991433,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,BRCA1,0.5833019847839847,0.222748612163004,0.7128471805182008,0.3933201663450121,296.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,BRCA1,0.4302706882961208,0.8931406668713677,0.5216711315998782,0.0383895291649281,326.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PTEN,0.8520036976836828,0.5629529146962545,0.3858708789997574,0.8073365478111092,301.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,KRAS,0.7042015101283359,0.2131919125065368,0.8269250165317132,0.0631538605757369,301.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,BRCA1,0.684588574009668,0.4810122035687506,0.1452221703831397,0.9601343744714887,319.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PTEN,0.5550608455110483,0.4920943463243428,0.1614980358282871,0.4944794892728256,326.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,non-targeting,0.7017754852753352,0.1439263494533702,0.4016998061683378,0.5354836589313483,318.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,non-targeting,0.6255437250041356,0.1937220155855297,0.6310165613246635,0.1170108183507239,320.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,non-targeting,0.8566433415637329,0.7446184745881721,0.2300681062104635,0.3392712301472698,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,MYC,0.0756532185382993,0.8867389335279126,0.7800441124452896,0.7331522615967329,322.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,KRAS,0.0726508233319211,0.3799609628140458,0.3807904921466646,0.2283286100271594,313.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,MYC,0.7490815751318283,0.1249386464534516,0.5963163652162429,0.8091595755016616,323.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,KRAS,0.4189236328791959,0.135684016529169,0.1972522512780778,0.1862418041395359,323.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,TP53,0.5518460328182752,0.7171451702980955,0.6147006388753607,0.9695050348370114,319.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,TP53,0.9615016979166112,0.510812099788134,0.5936351408154797,0.1785472869191318,311.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,KRAS,0.8432261611940907,0.7795576277024553,0.6206260309707365,0.7861106626118062,311.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,non-targeting,0.9715826068785712,0.8146374450832109,0.2819204392917932,0.1718500138934523,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,non-targeting,0.0376967544933284,0.8806059871638018,0.6679866632135157,0.6831953276517924,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,non-targeting,0.8769400145157247,0.9253086592642116,0.7298250631457153,0.1089920008462358,334.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,KRAS,0.1270815696186743,0.6531966910403738,0.4035949189121905,0.7073101029697448,317.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,non-targeting,0.6047850420333565,0.1349680113441788,0.3981799806920327,0.2348702582614349,326.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,MYC,0.4351487461205762,0.6361036890795536,0.7953443650755441,0.299372344277812,318.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,BRCA1,0.2945184174971875,0.7285104187690189,0.5129919697384042,0.5757672828817271,338.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
