,perturbation,E2F_target_genes,DNA_damage_response,MAPK_pathway,PI3K_AKT_pathway,n_genes,KO_MYC,KO_TP53,HIGH_CDKN1A,KO_BRCA1,KO_KRAS,KO_PTEN,_scvi_batch,_scvi_labels,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,score_E2F_targets,score_p53_targets,score_DNA_damage,score_MAPK_ERK,score_PI3K_AKT
44,,,,,,,,,,,,,,,0.055721693,-1.0535867,-0.19560374,0.005582679,-0.093103826,-0.1283086,0.33278963,0.46309224,-0.042246792,-0.5513982,-0.08297557,0.1401033,0.13632514,-0.19016582,0.27966952,-0.3508666,0.097127475,-0.33228245,-0.4955387,0.23466079,-0.22288209,-0.07420387,-0.19332173,-0.1580013,0.13705535,0.26257282,-0.32850695,-0.15332773,-0.06441311,0.0058520325,-0.0025817826,-0.12721723,-0.3771552191840277,-0.7930540312891421,0.027522927743417247,0.38574197241600516,-0.35914942877633216
45,,,,,,,,,,,,,,,0.11198972,0.23812594,0.22048657,-0.115597196,0.42116946,-0.32292512,-0.33223155,-0.1735247,-0.7291844,-0.7196297,0.14845476,0.65597314,0.35786328,0.40224868,-0.10642789,-0.13015586,-0.18252143,0.3063675,0.029250324,-0.19022809,-0.108661205,0.14893024,0.18359618,-0.08434051,0.23569949,0.113262266,0.15109324,0.04411761,-0.5857605,-0.65444446,0.12122674,-0.14838676,0.05282120881257235,-0.7126238076583198,-0.7676555421617296,0.637177268494951,0.3324667249407087
46,,,,,,,,,,,,,,,0.26935208,-0.107871145,0.71314704,0.82102877,0.46503383,0.095027134,-0.8920563,0.18941326,-0.48893023,0.19432278,0.4940421,0.8516748,0.29770732,0.2207103,0.059858315,0.5336897,0.01543045,-0.5789165,0.51130277,0.43272686,-0.22951193,-0.079942115,-0.68228954,0.37462315,-0.31445375,-0.18221572,0.5057588,0.7413602,-0.434618,-0.11161688,-0.2161153,0.030442817,0.2667595898663555,-0.9778200108072032,-0.07220376332600908,0.4141883728351998,-0.2947646004813058
47,,,,,,,,,,,,,,,-0.12848708,0.10095165,0.020248963,-0.50991577,0.024870265,-0.40200973,0.71185625,0.3386164,0.3582682,-0.45816472,0.29536346,0.53120685,0.19183785,0.30486172,0.32158145,-0.38696533,0.20816597,0.19579442,0.52042896,0.13137755,-0.34270436,0.09611193,-0.31647307,-0.27645084,-0.2853222,-0.28485128,0.024550771,-0.17389695,0.8195755,-0.69760275,0.27327216,-0.385858,-0.08447649567215532,-0.9708049338796865,-0.034265899658203036,-0.08272017418070043,0.0007202148437499556
48,,,,,,,,,,,,,,,0.04815896,0.48998362,0.6185918,-0.18917996,-0.45855227,0.58667284,-0.18687864,0.1244031,-0.3722485,0.36910087,-0.4511389,0.57025003,0.041230634,0.37996012,-0.22059797,-0.24543162,0.29545712,0.4279807,-0.2589917,0.08942658,-0.2089764,-0.3484973,0.100204825,0.72124463,0.19584838,-0.19122958,0.32546616,-0.11003775,0.37064794,0.48644638,0.5546327,0.566762,-0.21608387982403787,-0.9140859852666441,0.2638414312292028,0.10052809005088004,-0.42612658909388945
49,,,,,,,,,,,,,,,0.33518115,-0.008250812,-0.10827963,-0.37456736,-0.12745103,0.15885916,0.29141563,0.3292903,-0.45249027,-0.14006616,-0.53420687,0.43427268,0.09881131,0.38714102,0.0058434224,0.25147393,0.20721331,-0.18485695,-0.0878447,0.06575364,-0.14584312,0.46558043,-0.30440274,0.219374,-0.05035965,-0.2562647,-0.5553733,0.57740396,0.41847265,0.29833412,0.4009254,-0.23933342,-0.2763491736518011,-0.852941090127696,0.9029967272723163,-0.1008852491987513,-0.156670025416783
50,,,,,,,,,,,,,,,-0.5569827,-0.7673024,0.60637,-0.35743472,0.4669399,0.17609069,0.7606502,-0.327848,-0.269424,-0.07993695,0.22462761,-0.90323037,0.56691784,0.044550635,0.13071276,-0.2425784,-0.07676418,-0.07736392,-0.045061283,-0.26027215,-0.29916105,-0.5312207,0.13198426,0.17717099,-0.5964777,0.013187572,-0.5067102,-0.031593088,0.76259255,-0.5083537,0.08600872,-0.37021205,-0.6442885080973308,-0.8103500345478887,-0.14017146075213405,-0.40577933128843924,0.24239583696637834
51,,,,,,,,,,,,,,,0.4997675,-0.2576602,-0.06681833,0.13190416,-0.058403086,0.3200244,0.061216313,0.14168876,0.12602313,-0.22173378,-0.22368175,0.19296291,-0.42084137,-0.23733717,0.40438047,-0.14126374,0.31587058,-0.010917377,-0.6332132,-0.51650256,0.16060388,-0.14845201,0.34302405,-0.4827743,-0.012511861,-0.10593718,0.55891645,0.2016108,0.28432658,-0.44100475,-0.5860269,0.27777436,-0.6847843594021268,-0.8817593159882917,-0.36525256545455376,0.39345918614813624,-0.7044527735028947
52,,,,,,,,,,,,,,,-0.115438394,-0.212773,0.25229758,-0.45397243,0.5647987,0.01829333,0.35258836,-0.4624225,-0.0047229826,-0.21861021,0.80272776,0.04551677,0.5455563,-0.00171002,0.5246719,0.6131259,0.39821494,0.8089332,0.39658406,-0.46878088,-0.15465046,0.068323314,0.053296473,-0.28079093,-0.57594174,-0.15171297,-0.07872876,-0.056240708,-0.5509701,0.051505875,0.19540459,-0.065932326,0.2626342208297163,-1.1521310412365455,-0.22125264980174864,-0.10763195524824432,0.014032704489571612
53,,,,,,,,,,,,,,,0.06940317,0.22043976,0.27100256,-0.109288506,0.31329533,0.017746303,0.5503319,0.1641311,-0.121641666,-0.08622337,-0.037827168,0.14874524,0.40268514,-0.066236205,0.06252414,-0.2537006,-0.0049734786,0.18618,-0.18347912,-0.74309546,0.086528346,-0.14539516,0.14825693,0.88931584,0.35150838,-0.07650988,0.27133942,-0.2663789,0.7874532,0.1990041,0.7606215,-0.16926123,-0.05799880204377361,-0.708627410556959,-0.41467915287724244,-0.6658805106548553,0.015255328587123307
54,,,,,,,,,,,,,,,-0.096552216,-0.5342179,0.37362343,0.3491052,0.6051398,-0.20653635,-0.31916988,0.11050165,0.28423533,-0.17751467,-0.6514825,-0.17677958,-0.16119632,0.019069426,-0.49778095,0.35819176,0.12905958,0.08510372,-0.41683918,-0.24245708,-0.3095012,0.111217365,0.04978763,-0.17100373,-0.39959976,0.10792655,-0.26574627,0.1334768,0.0036296546,-0.36052823,-0.24217531,-0.15565966,0.04390075118453418,-0.7932528267736021,-0.5980797555711534,-0.2261588157491481,-0.9558482578822546
55,,,,,,,,,,,,,,,-0.644307,-0.25655147,0.33741304,-0.2629123,0.3719076,-0.55316776,-0.02515753,0.301267,0.15718386,0.07560168,0.41155714,0.1028974,0.4068002,-0.63651174,0.2718456,0.12633695,0.41137868,0.58286965,0.09622534,-0.4938166,-0.4547124,0.16021559,-0.1411515,0.14299259,-0.1280962,0.7234878,0.117694445,-0.5096945,0.3204484,-0.3794847,-0.19502583,0.635299,0.1377787978560836,-0.6624299049377441,-0.04697493447197809,0.2209472534504342,0.7230561120169503
56,,,,,,,,,,,,,,,0.20912153,-0.23205386,-0.37177455,0.05840692,-0.5196824,-0.19954997,0.49150243,0.48514903,0.08187467,-0.49905524,-0.09498727,0.2628388,0.23792692,0.2927359,-0.26967466,-0.010253051,-0.12639846,-0.5468401,-0.294227,0.031379268,-0.11885373,0.33436376,-0.07895742,-0.54306173,-0.17244789,0.37098125,-0.5146755,0.71066594,0.16491269,0.31655514,0.85969037,-0.53004014,-0.0059856061582210796,-0.7983899821405825,-0.47147979736328127,-0.024335467561762414,0.4722296851021903
57,,,,,,,,,,,,,,,-0.048575893,0.74800605,0.37863085,0.65260464,0.7204531,-0.1692138,-0.2922876,-0.37679157,-1.1499699,-0.348475,-0.24596106,-0.08936604,0.35042188,0.14009163,0.2722181,-0.65351194,0.4339203,-0.21438432,-0.4587546,-0.48681128,0.10081913,-0.092210524,-0.26693374,-0.2510439,0.18846913,0.5977023,0.12972611,-0.14506964,0.05834837,0.018594187,0.20944971,0.57353234,0.5553279594138818,-0.620053701815398,-0.8288348480507179,0.07830347507557955,-0.42976973397391194
58,,,,,,,,,,,,,,,0.2965561,-0.21716022,-0.12587313,0.17950828,0.22370073,-0.75867414,0.5224988,-0.08606537,0.4137868,-0.39863288,0.13189358,-0.259633,0.21881968,0.1585637,-0.07733241,0.27329868,-0.69136727,0.2587644,0.025074739,-0.3803994,0.079202205,0.36231497,-0.095988095,-0.2916805,0.031054176,0.41852307,-0.09746539,-0.32893583,0.36652255,-0.7287991,-0.33181795,-0.35606304,-0.1818028202763311,-0.8345655130303425,0.39407196751347295,0.2793507109297084,-0.3060746329171318
59,,,,,,,,,,,,,,,0.18631196,-0.1550906,-0.021053575,-0.059513353,0.14122383,0.23209481,0.17524882,0.17154801,-0.0036072358,0.053303756,-0.05896273,-0.17627858,-0.030916356,0.16959807,0.3033395,-0.11060609,0.15237233,-0.17814077,-0.07224548,0.4880123,-0.34486592,0.38577428,0.056677032,-0.24420378,0.3094146,0.3573502,0.4139451,0.045529716,0.16449064,0.44721633,0.058832668,-3.1571835e-05,-0.4852462662590875,-0.7978635041610054,-0.2684790328696922,-0.3274420109200986,-0.020011602129254902
60,,,,,,,,,,,,,,,0.11541566,-0.12583043,-0.1276403,-0.19010365,0.16825469,0.7053828,-0.07336746,0.5316293,0.0782336,-0.13458957,-0.033141233,-0.03169731,0.010379325,-0.53574574,0.09630009,-0.52038395,0.5489712,-0.6393665,0.40452752,-0.64779794,-0.19092491,0.047227964,0.33785427,-0.4781637,0.47391886,0.72860664,-0.09168128,-0.22720486,-0.13064414,0.071757294,-0.18911755,0.23903434,0.14765781120017718,-1.1242475074270497,0.25490699344211154,0.13008382269676688,0.4473099027361189
61,,,,,,,,,,,,,,,-0.42856616,-0.13467611,0.3842879,-0.27362254,-0.14486206,-0.53990823,-0.26668727,-0.32311216,-0.24345042,0.4281992,-0.33956894,-0.10055068,-0.15772808,-0.1281144,-0.75935024,0.6025531,-0.98482686,-0.543989,-0.2226661,0.20643272,0.35690832,0.47634134,0.28993654,0.081407554,0.6630396,0.5910973,0.025354115,-0.22981276,-0.34645337,-0.1884781,-0.18955082,0.35591507,-0.41624324233443666,-0.713179061723792,0.040512628908510484,0.4838127339139897,-0.04132932935442257
62,,,,,,,,,,,,,,,-0.41382092,-0.1652186,0.13130213,0.20922095,0.63477695,-0.26406842,0.1943873,0.3261427,0.41257077,-0.21694395,0.41941234,-0.35816574,-0.2424419,-0.50804275,-0.18484262,0.661824,-0.049429268,-0.2114815,-0.1495778,0.27635992,-0.14190146,-0.19272426,-0.425922,0.15377557,-0.45043245,0.27824616,-0.20994905,0.23069027,-0.12318764,0.0649234,-0.3145748,-0.77847975,-0.28651621076795797,-0.8196316594662874,-0.19355938522904004,0.7469614150676323,0.22792456490652913
63,,,,,,,,,,,,,,,0.42541176,-0.070713036,-0.10463474,0.1826888,0.060903437,-0.025379907,-0.09305285,-0.22079746,-0.3402595,-0.19975549,0.4247327,0.06332219,-0.2463972,0.33999944,-0.043954805,0.4310263,-0.15640175,-0.2071308,-0.03704914,-0.09449879,0.03940333,0.018880958,-0.48547366,0.17257589,0.30628756,0.007011462,-0.12635621,0.23184599,-0.056403235,0.099017054,0.15527572,0.03841395,-0.3545799961796514,-0.6537309729534646,0.0985088772243925,-0.04045394938042812,-0.36009618214198524
64,,,,,,,,,,,,,,,0.31228143,-1.132381,-0.50158525,0.4873838,0.48222584,-0.28767577,0.82335776,-0.5741101,-0.5028162,-0.56369317,0.52177936,-0.6654585,-0.112974815,-0.21357173,-0.2692009,-0.016673137,-0.6975635,0.42901957,-0.21626398,0.119793,-0.40910283,-0.039123304,-0.39358586,0.19155717,-0.516351,-0.019633941,-0.24284089,-1.0301985,0.7065562,-0.27683824,-0.55003625,-0.47922948,0.12375698089599618,-1.079007399600485,-0.5058650299354837,0.2022550055321226,0.3801402773175919
65,,,,,,,,,,,,,,,0.66428006,0.4691838,0.2749769,-0.2664727,0.509722,-0.20489126,-0.38938674,-0.20085919,0.3198443,0.5223137,-0.45120183,0.08467504,-0.51910436,0.6938406,0.35702643,0.08466267,0.12634093,0.6221279,0.45343488,0.18418671,-0.8702129,-0.06298223,-0.27447736,0.35310504,0.21153264,-0.077872515,-0.37745363,0.11512649,-0.23834515,0.33137733,-0.31500757,-0.2852707,-0.2900132002653899,-0.5098796533501667,-0.06703073007089122,0.599700152620356,0.10461968013218459
66,,,,,,,,,,,,,,,0.2540447,-0.06399048,0.24200416,-0.40814692,0.12426369,0.20180634,0.04664385,0.021748753,-0.17139286,0.018547827,-0.33388916,0.29053003,0.26444936,-0.037657857,-0.40013957,-0.18449946,-0.101169154,-0.3086502,0.44606858,0.28769898,0.2088909,0.027623449,-0.017109025,0.18731207,0.42220783,-0.026748605,-0.11395226,0.3023382,-0.09222808,0.10327789,0.5545891,0.23768798,-0.721835505520856,-0.7272708105004353,0.01309854012948497,0.2779590890762653,-0.7376790727887834
67,,,,,,,,,,,,,,,-0.017503835,-0.06994123,0.16068058,0.43993,-0.28612354,-0.093566895,-0.51479816,-0.040713605,-0.25486335,-0.12293478,-0.19337656,0.2570966,-0.060964018,0.3153742,0.03674247,-0.23298115,0.16396049,-0.26229,-0.15092023,-0.4070999,-0.32289258,0.24500003,0.07328459,-0.39605156,-0.42132527,0.2588392,0.14240858,0.1403206,0.091138735,-0.2195146,-0.08964411,-0.030562444,0.29567510110360606,-0.7950194110041079,0.6691448423597548,-0.08290579978455881,0.5576076780046737
68,,,,,,,,,,,,,,,0.097594,-0.42298838,0.42038065,0.67835605,0.68344593,0.035564788,0.33259624,0.47673464,0.07494667,-0.04664223,-0.32598606,0.024316039,0.39795783,0.9220014,0.7342243,-0.46754134,-0.4341551,0.35524115,0.31796706,-0.21547572,-0.037678402,-0.21703565,0.34819502,0.36737943,-0.7134966,-0.36620393,0.18575025,0.09294772,0.4441282,-0.87785983,-0.061014347,-0.8793252,-0.13419313077573425,-1.027497498885445,0.00881181293063693,-0.06849966252103745,0.20530518123081754
69,,,,,,,,,,,,,,,0.08620842,-0.12615328,-0.1311118,-0.19980812,-0.29238358,0.072262675,-0.17559174,0.3746458,0.016464029,-0.02906181,-0.2897736,-0.09739482,0.34519914,-0.263334,0.3756735,-0.1223995,0.40767306,0.34419876,0.19888078,0.19579124,-0.06456378,0.05124484,0.37791407,-0.43135554,0.6239437,0.17868897,-0.2394371,0.33611614,-0.15148109,0.19701098,0.63602096,0.28817612,0.27835520991572626,-0.9992321698561958,0.0032802016646773513,0.031860408377140104,0.29557298932756715
70,,,,,,,,,,,,,,,0.184335,-0.10197945,0.031330578,-0.28861588,0.24083805,-0.0047176722,0.41434893,0.1235971,-0.17520776,-0.10365843,-0.44699663,-0.08063618,-0.013426219,-0.103017904,0.29889697,-0.066467956,0.08679418,0.2698513,-0.18182462,0.16463658,-0.03584317,0.2725907,-0.049704563,-0.2637434,0.016221944,0.3929665,-0.015567459,-0.16947824,0.20909542,0.14999765,0.18260854,0.1322958,0.06592112293949826,-1.0895608445872431,0.01897645173249418,-0.29908811690959536,-0.5201755796160017
71,,,,,,,,,,,,,,,0.6765435,0.4825038,-0.23022157,0.15581164,0.6721297,-0.01915465,0.31327888,0.03562303,-0.41481492,-0.50835186,0.38472012,-0.1498474,0.13619758,0.19124979,0.059760556,-0.26645356,0.25699228,0.47541952,0.18792903,-0.07418531,-0.7361733,-0.5422426,0.35019502,0.3577805,0.09884617,-0.45209867,0.31702307,0.32678184,0.42703247,-0.013072021,-0.02399426,0.043720048,0.059706892790617694,-0.6369603032651154,-0.3304349157545301,0.020906754757495705,-0.25240358625139514
72,,,,,,,,,,,,,,,0.41063952,-0.46650437,0.11660936,0.14281802,-0.2377814,-0.6180556,-0.29390198,0.53735924,-0.7953316,-0.37538922,0.31330818,0.31285384,0.5535971,0.3568235,0.5050176,-0.31131345,-0.64252895,-0.007616481,0.19675434,0.29208148,-0.20415135,-0.520038,-0.86507213,0.5028916,0.41904077,0.5587104,-0.3951814,-0.017291142,-0.07684597,0.43834245,-0.08447332,-0.38916296,0.05451845239709918,-0.864146265776261,0.004178866633662626,0.1159321642936546,0.25387995583670486
73,,,,,,,,,,,,,,,-0.23657686,0.0142607475,0.60233057,0.09343268,0.61992633,-0.24027665,-0.27567077,-0.2007536,-0.47671926,-0.09066696,0.057433784,0.5327303,0.24748184,0.25444642,0.42768586,-0.31593108,0.15590075,-0.17077146,0.10310507,-0.6167606,-0.24691024,0.044208117,-0.3873646,0.017229892,-0.19392605,0.6081975,-0.17461449,-0.03904538,0.4638274,-0.18671228,-0.16861337,0.0034276936,0.10111168048999941,-0.570032720980437,-0.3087129522252965,0.7631245876880401,0.5376765387398856
74,,,,,,,,,,,,,,,-0.48291934,-0.2529595,0.31128442,-0.5395642,-0.348006,-0.6135152,-0.69896823,0.1342088,0.050398126,0.09069224,-0.46810344,-0.1597881,0.26391947,-0.5952405,0.8379482,0.22448143,0.17208256,0.006172709,-0.27068302,-0.23853941,-0.105055176,0.031910438,-0.11841836,-0.33669272,0.5406356,0.15238403,-0.1745457,0.089383684,-0.1701423,0.016845789,0.14555258,0.5894848,-0.06496021482679581,-0.6364180108775264,0.22017570071750203,0.017580941382874693,-0.1769428253173828
75,,,,,,,,,,,,,,,-0.53023434,-0.27457413,0.067802735,-0.08200086,0.019905854,-0.088185154,0.46224263,-0.097915374,0.19269942,-0.6312665,0.5335246,0.40572193,-0.14319845,-0.79259944,-0.1682809,0.079641014,-0.06820734,-0.20350893,-0.28615996,-0.16792694,-0.4839287,-0.3325375,-0.777619,0.31389654,0.37103826,0.11136569,-0.7217477,-0.5122323,-0.6935764,0.38062924,0.023098368,-0.23747575,0.18609529424596727,-1.3903079530467157,0.10152115998444744,0.48582985654790334,-0.13706242697579518
76,,,,,,,,,,,,,,,0.04608968,-0.11196823,-0.018561864,-0.0026467592,0.29191506,-0.5634343,-0.14769411,-0.24282691,0.17813654,-0.05890345,-0.64763814,0.19574752,0.21459399,0.025563091,0.07600427,0.19293639,0.14602008,0.34270164,-0.012941421,-0.07435855,0.37474146,0.21701708,0.060442418,0.21348396,0.7659849,0.1173148,-0.12663195,0.26173657,-0.002875194,0.37813044,0.26385364,0.1955074,0.2429447951140229,-1.305670394068179,-0.0020917291994448917,0.21264763690055677,-0.17402721132550902
77,,,,,,,,,,,,,,,-0.028119557,-0.5396613,0.008939756,0.24713513,0.78280073,0.273455,0.9452819,0.51303744,-0.82916063,-0.4652818,0.04252152,-0.2191194,0.5425525,-0.18973267,-0.037099063,-1.105193,0.23102082,-0.4042271,-0.07385326,-0.00064442307,-0.7805935,-0.44164938,-0.35166404,-0.13296944,0.3990255,-0.070812285,0.4102202,-0.64213276,-0.49201813,0.68975675,-0.010969318,-0.31914964,0.08118340880782515,-1.0583534074866252,0.6401872564245152,0.29121405418882995,-0.04959895270211345
78,,,,,,,,,,,,,,,-0.64811635,0.09145422,0.14841838,-0.39836532,1.0464865,-0.24504203,0.4341276,-0.22137614,-0.46748435,0.10291821,0.17583135,-0.44569805,0.32948044,0.06034889,0.14580731,0.141245,0.34652847,0.4737965,0.07348108,-0.13290063,-0.058207907,0.10689729,-0.10748251,0.51887316,0.18070951,0.4927193,0.06499338,-0.011954676,0.21103057,0.28993613,0.6349107,0.2923275,0.06311844719780835,-0.8835448907769246,0.021247432850025172,-0.1542205567055559,0.22391918727329796
79,,,,,,,,,,,,,,,0.10272786,0.39587092,0.3210107,-0.36401772,0.07475976,0.21469192,-0.010380473,-0.1446437,0.08534114,-0.04723987,-0.49284667,-0.09157346,-0.803607,-0.28070265,0.19903801,-0.12662487,0.2995561,-0.24401875,-0.3209158,-0.25523543,0.032221757,0.085118674,0.2801026,-0.23633683,0.6461798,0.6821216,0.4578424,0.5882215,0.0428069,-0.15197966,-0.4321403,-0.17410663,0.06969249866626881,-0.7673150560130244,0.3354280047946505,-0.018555543777790673,0.2978206634521485
80,,,,,,,,,,,,,,,0.04003623,-0.33687916,0.2929427,0.3197467,0.5090928,-0.01957446,0.241822,-0.06534204,0.66111475,-0.8735543,-0.18006091,-0.30429003,-0.26860553,0.12512785,0.047950804,0.19325148,0.30559945,-0.09187016,0.133615,-0.6220844,-0.12039597,0.33308104,0.16513947,0.3806892,-0.072665304,0.26997787,-0.37838727,0.16974369,0.5712352,-0.61120063,0.42577577,-0.8343608,-0.5194388919406467,-0.7096420163693635,-0.5775513719629359,0.7383290473451003,0.05524956839425221
81,,,,,,,,,,,,,,,-0.1435839,-0.105963044,0.28694707,0.21446481,-0.42185232,0.18986025,0.039755832,-0.1751823,0.047466937,-0.50389767,-0.17998035,-0.22623411,0.41053596,-0.45750308,0.241426,-0.10137075,-0.019868426,0.30669272,-0.57980585,0.09461255,0.7264676,0.16332829,0.31522486,-0.27636892,-0.15590678,-0.014254719,0.17074618,-0.35182318,0.5612817,0.27125517,0.6245131,0.68514574,0.2096019603587962,-0.8905827107636823,0.3749964890656645,-0.35387991438520716,-0.22153083256312778
82,,,,,,,,,,,,,,,0.26447827,-0.24310164,-0.031038163,0.55770904,0.00023327768,0.430414,-0.21375561,-0.17688765,0.12969345,0.54596853,-0.42330807,0.36788875,0.08429959,0.16314596,-0.40387726,-0.30137047,0.46506163,-0.7420208,-0.2165139,0.05592917,0.5792171,-0.49923587,-0.21284464,0.14935505,0.55438906,-0.05107604,-0.008837517,0.77933896,0.12697509,0.39039594,0.28505316,0.58882415,0.2365441993430808,-0.7282645888950513,-0.2522769044946742,0.054727580699514666,0.06124790736607144
83,,,,,,,,,,,,,,,-0.1419855,-0.45891184,0.14939119,-0.6611698,-0.52398807,-0.37612966,0.014690172,-0.12916915,0.24443956,0.8523099,-0.036763787,0.18374982,0.4520017,0.24117857,0.9776875,0.26065782,-0.034008056,-0.22229186,-0.42756528,-0.14366758,0.22250429,0.38889748,-0.27750292,0.24783856,-0.15783992,0.19371831,0.19892243,-0.063928016,-0.1211574,-0.87844634,0.21119252,0.3264061,0.8333995960376881,-1.1466169564620308,-0.05588034877070669,0.03664795895840256,-0.11537263052804114
84,,,,,,,,,,,,,,,-0.4480896,-0.1533923,-0.10767363,0.16179407,-0.47100136,0.26080105,0.5282682,1.025549,0.64979094,-0.15739349,0.26189774,-0.13500324,0.2358678,0.191077,-0.605239,0.46774757,-0.544601,-0.51064956,0.4130177,-0.20896542,0.38097188,0.54376364,0.06360583,-0.101799026,-0.44823834,0.15650977,-0.43296358,0.321376,0.3614538,-0.48429984,0.4202128,-0.06537238,-0.008452789871780997,-0.6977593815844992,0.196580943354854,-0.36256546872727413,-0.28435320172991085
85,,,,,,,,,,,,,,,-0.044105686,0.018107522,-0.5822237,0.31086254,0.26155412,-0.17240861,-0.24764,-0.16744311,0.51044536,0.15432452,-0.19520374,0.04936438,0.22559962,-0.3127355,0.062301166,-0.23118766,0.265638,-0.040745854,0.15053397,0.5276678,0.10788923,-0.29580826,0.13832587,-0.6989962,0.30397302,0.028855659,-0.15073708,0.11317953,0.6050064,-0.00701122,0.43959996,-0.39316922,0.3014772556446217,-1.2132750791052114,-0.10002270451298467,-0.10189065933227548,0.20798072814941415
86,,,,,,,,,,,,,,,0.21738169,-0.40557808,-0.21493566,0.09386907,0.6759069,0.1257981,0.037519943,-0.36671683,-0.5177892,-0.3879428,0.2392866,-0.33041432,0.038835693,-0.3087931,-0.11502737,0.16945873,-0.14825615,0.43573588,-0.23898365,0.04022947,-0.2413249,-0.33482432,-0.29774404,-0.03709302,-0.38683027,0.068485044,0.65206015,-0.52027565,0.28759518,0.4973722,-0.12781775,-0.46306574,-0.06173724068535713,-0.5842936474344004,-0.03262884351942286,0.18426380969108425,0.29616810934884197
87,,,,,,,,,,,,,,,0.34094492,-0.11587316,-0.18682873,-0.35564303,0.2589149,-0.046309017,-0.08709863,-0.18176696,-0.98022926,-0.3356769,-0.097500734,-0.16097915,-0.026659481,0.22633931,0.5729429,-0.38334373,0.073068105,0.26110268,-0.14808741,0.5276512,-0.41850808,-0.19847035,0.13789926,0.50287586,0.0026914887,0.99872464,-0.32773188,-0.30379376,-0.27968657,0.84072775,0.20755142,0.50034845,-0.6901546019094962,-0.9723664739857549,0.477438269721137,-0.2707256337429613,-0.3180749756949288
88,,,,,,,,,,,,,,,0.4230394,0.0512869,0.084004276,0.36621535,0.38487354,-0.2305242,0.14898156,-0.24155742,-0.0876247,0.08038013,0.39394152,-0.008374057,0.0411226,0.09976644,0.2408624,-0.04523009,0.1729307,-0.05112672,0.027221281,-0.12342643,-0.14939803,0.1318315,-0.5715345,-0.06736081,0.41873348,0.3288087,0.1670031,-0.104845054,0.16918725,0.55702066,0.10503721,0.19474204,0.31590852384214063,-0.9405661956123684,-0.10046287112765828,-0.2717861459610311,-0.39739280428205204
89,,,,,,,,,,,,,,,0.20749071,-0.43726593,0.16981877,-0.053459547,0.24288894,-0.3175711,-0.29508954,-0.9651931,0.015884489,-0.015151643,0.16514418,-0.18516015,0.10065913,-0.37268135,0.22131674,-0.26816717,0.32303113,0.060603697,0.33424875,-0.310008,-0.36614582,0.061273113,-0.3231173,0.18760148,0.2664282,0.4469237,0.08301088,0.100663565,-0.06022121,0.6019609,0.22040227,-0.1719896,0.13313241181550217,-1.0677111439082934,0.1788266146624531,0.2098328651265895,0.0044427054268973976
90,,,,,,,,,,,,,,,-0.27959648,0.0731168,0.28175694,-0.363174,1.022275,0.7470972,1.0138534,0.5308827,0.018581841,-0.17194054,0.12252225,0.25333306,0.48708555,-0.25860947,0.13859303,0.24671549,0.39863762,-0.333132,0.55647296,0.80413085,-0.25822693,0.60782474,-0.06310042,0.02535031,-0.17618348,-0.3366952,0.90594965,-0.085017525,0.09809484,0.48296297,0.13484347,-0.43146777,0.28001082385027853,-1.0970299409783406,0.5406185150146485,-0.011097372339126998,0.20553016662597656
91,,,,,,,,,,,,,,,-0.08413746,-0.4136671,-0.10933049,0.18536073,-0.052009147,-0.48572966,0.52715313,0.33354968,0.7455192,-0.29016313,-0.23380964,-0.20327929,0.34752396,0.36016968,0.064816,-0.21328826,-0.14741708,-0.02129242,0.123481564,-0.24272315,0.046832684,0.34062755,0.29639268,-0.5989972,0.43810388,0.0067092143,0.057104584,-0.21351963,0.58860415,-0.54484886,0.07955021,0.20821117,-0.294857554965549,-0.9022131816200588,-0.07714908741138604,0.6968455984237345,-0.013129588535853776
92,,,,,,,,,,,,,,,-0.05543772,-0.011108338,0.093384236,0.5412313,-0.30213073,0.24527584,0.09306055,-0.15225519,-0.2150475,0.094112836,-0.11523252,0.4671934,-0.20321311,0.6042108,-0.23963095,-0.2547148,-0.04109949,-0.41339555,-0.632389,0.38371962,0.44725743,0.24243674,-0.70273226,-0.3146957,-0.1898933,-0.073068246,-0.34206146,0.3077603,-0.1695798,0.39018023,-0.19014937,0.298559,-0.4257347389503763,-0.681969165802002,0.12791432274712466,-0.0755073486490454,-0.07032685961042118
93,,,,,,,,,,,,,,,-0.4181558,-0.28169912,0.26656199,-0.59421325,-0.0053564645,0.56306374,-0.064272285,-0.092322946,0.28314495,-0.008640466,0.22664908,-0.15153997,-0.022035006,0.087683894,0.67148936,-0.0071966816,-0.26600263,0.18426947,-0.290829,-0.24665084,0.0051612575,-0.27879387,0.68153125,1.0352257,-0.72536254,0.4970997,0.30720487,0.0060800035,-0.122615926,-0.17773692,-0.7635438,0.3175814,-0.02013340702763311,-0.9917717912922734,-0.30823658837212475,0.07013617982255638,-0.6074306079319545
